neighbourhood,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,price
L'Antiga Esquerra de l'Eixample,41.38975,2.15939,Shared room,3,0.5,1.0,3.0,93.0,50.0
El Gòtic,41.38142,2.17862,Entire home/apt,2,1.0,1.0,1.0,93.0,50.0
L'Antiga Esquerra de l'Eixample,41.3902,2.144,Private room,2,1.0,1.0,2.0,100.0,9.0
Sants-Montjuïc,41.37235,2.16752,Private room,1,1.0,1.0,1.0,60.0,20.0
Eixample,41.38539,2.15613,Entire home/apt,3,1.0,2.0,2.0,93.0,54.0
La Font d'en Fargues,41.4267,2.16474,Private room,2,1.0,1.0,1.0,93.0,30.0
Ciutat Vella,41.38584,2.18086,Entire home/apt,5,2.0,2.0,4.0,80.0,56.0
Eixample,41.38294,2.15979,Entire home/apt,4,2.0,2.0,2.0,93.0,125.0
La Nova Esquerra de l'Eixample,41.37906,2.14914,Private room,1,1.0,1.0,2.0,80.0,38.0
Ciutat Vella,41.38108,2.17532,Private room,2,2.0,1.0,1.0,93.0,80.0
Sant Martí,41.3994,2.20385,Entire home/apt,5,2.0,2.0,3.0,100.0,1000.0
La Nova Esquerra de l'Eixample,41.38537,2.15501,Entire home/apt,5,2.0,4.0,5.0,93.0,70.0
Vila de Gràcia,41.40163,2.15266,Private room,1,1.0,1.0,1.0,100.0,30.0
Sarrià-Sant Gervasi,41.40416,2.13589,Entire home/apt,4,1.0,0.0,2.0,93.0,59.0
Sant Gervasi - Galvany,41.40213,2.13895,Entire home/apt,6,1.5,2.0,3.0,93.0,120.0
Ciutat Vella,41.38292,2.1812,Private room,2,1.0,1.0,1.0,81.0,40.0
El Raval,41.3776,2.16951,Private room,1,1.0,1.0,1.0,96.0,26.0
Ciutat Vella,41.38314,2.17734,Private room,6,1.0,1.0,3.0,95.0,125.0
El Gòtic,41.37916,2.17535,Private room,2,1.0,1.0,1.0,68.0,80.0
Sarrià-Sant Gervasi,41.40723,2.14634,Private room,1,1.0,1.0,1.0,93.0,20.0
Eixample,41.38916,2.17135,Private room,2,1.0,1.0,1.0,93.0,40.0
El Clot,41.40676,2.18679,Entire home/apt,2,1.0,1.0,2.0,93.0,70.0
Eixample,41.39365,2.17076,Entire home/apt,8,0.0,4.0,6.0,95.0,380.0
Eixample,41.39055,2.18466,Shared room,1,0.0,1.0,1.0,88.0,25.0
Gràcia,41.41197,2.1619,Private room,1,1.0,1.0,1.0,100.0,44.0
Sant Martí,41.41332,2.1869,Entire home/apt,8,2.0,4.0,7.0,80.0,250.0
Sants-Montjuïc,41.36918,2.1465,Private room,2,1.0,1.0,2.0,98.0,55.0
Gràcia,41.4012,2.15146,Private room,1,1.0,1.0,2.0,93.0,125.0
Gràcia,41.40735,2.15202,Entire home/apt,6,1.0,2.0,3.0,87.0,86.0
Dreta de l'Eixample,41.39493,2.17,Entire home/apt,2,1.0,1.0,2.0,70.0,45.0
Ciutat Vella,41.3813,2.17936,Entire home/apt,6,1.0,2.0,5.0,100.0,90.0
Sants-Montjuïc,41.37236,2.16953,Private room,1,1.0,1.0,1.0,99.0,38.0
El Gòtic,41.37922,2.17888,Private room,2,1.0,3.0,2.0,96.0,45.0
Ciutat Vella,41.38105,2.17329,Entire home/apt,6,2.0,4.0,4.0,100.0,200.0
Sants-Montjuïc,41.37421,2.13969,Entire home/apt,2,1.0,1.0,1.0,93.0,54.0
Ciutat Vella,41.37934,2.16983,Private room,2,1.0,1.0,1.0,88.0,40.0
Sarrià-Sant Gervasi,41.40169,2.14908,Entire home/apt,3,1.0,2.0,2.0,100.0,60.0
El Besòs i el Maresme,41.42133,2.21123,Shared room,1,1.0,1.0,1.0,92.0,8.0
Sants-Montjuïc,41.37391,2.14659,Entire home/apt,4,1.0,1.0,1.0,100.0,271.0
Vilapicina i la Torre Llobeta,41.42962,2.17789,Private room,2,1.0,1.0,1.0,93.0,80.0
Dreta de l'Eixample,41.39395,2.16795,Entire home/apt,6,1.0,2.0,5.0,93.0,90.0
El Raval,41.37666,2.17115,Entire home/apt,4,1.5,3.0,3.0,93.0,78.0
L'Antiga Esquerra de l'Eixample,41.3891,2.15595,Entire home/apt,4,1.0,2.0,3.0,90.0,55.0
Dreta de l'Eixample,41.38708,2.16608,Entire home/apt,2,1.0,1.0,2.0,76.0,55.0
Nou Barris,41.42871,2.18196,Entire home/apt,4,1.0,2.0,4.0,98.0,80.0
Ciutat Vella,41.37927,2.17976,Private room,2,2.0,1.0,1.0,100.0,55.0
Ciutat Vella,41.37624,2.17356,Private room,2,1.0,1.0,1.0,100.0,37.0
Sant Andreu,41.44316,2.18674,Private room,2,1.0,1.0,1.0,80.0,28.0
Sant Martí,41.4063,2.18467,Private room,1,1.0,1.0,1.0,100.0,40.0
La Nova Esquerra de l'Eixample,41.38199,2.15111,Entire home/apt,6,2.0,2.0,2.0,94.0,160.0
Ciutat Vella,41.38093,2.19012,Entire home/apt,4,1.0,2.0,3.0,100.0,95.0
Sants-Montjuïc,41.37513,2.14145,Entire home/apt,8,2.0,2.0,2.0,90.0,140.0
L'Antiga Esquerra de l'Eixample,41.39359,2.14723,Private room,3,1.0,1.0,1.0,93.0,119.0
el Fort Pienc,41.3983,2.17919,Entire home/apt,6,1.0,3.0,6.0,92.0,95.0
Camp d'en Grassot i Gràcia Nova,41.4075,2.16621,Entire home/apt,2,1.0,1.0,1.0,96.0,85.0
El Raval,41.37856,2.16479,Entire home/apt,4,1.0,1.0,2.0,100.0,60.0
Vila de Gràcia,41.40041,2.15578,Entire home/apt,8,1.0,3.0,4.0,93.0,84.0
Dreta de l'Eixample,41.39767,2.17143,Entire home/apt,6,2.0,2.0,3.0,80.0,700.0
Gràcia,41.40632,2.16366,Entire home/apt,2,1.0,1.0,3.0,93.0,170.0
El Raval,41.37889,2.17234,Private room,2,1.0,1.0,1.0,100.0,90.0
Diagonal Mar - La Mar Bella,41.40589,2.21339,Entire home/apt,6,2.0,2.0,4.0,87.0,126.0
Eixample,41.39422,2.15989,Entire home/apt,4,1.0,1.0,1.0,100.0,5000.0
El Besòs i el Maresme,41.41744,2.21995,Private room,2,1.0,1.0,1.0,93.0,34.0
Sarrià-Sant Gervasi,41.40259,2.14542,Entire home/apt,3,1.0,2.0,2.0,97.0,85.0
Glòries - El Parc,41.40332,2.1908,Entire home/apt,16,3.0,5.0,24.0,93.0,550.0
L'Antiga Esquerra de l'Eixample,41.39412,2.15297,Entire home/apt,8,2.0,4.0,6.0,90.0,145.0
Sant Gervasi - Galvany,41.39473,2.15007,Private room,1,1.0,0.0,1.0,93.0,63.0
Eixample,41.38824,2.16077,Entire home/apt,4,1.0,2.0,3.0,95.0,95.0
Ciutat Vella,41.37816,2.17238,Entire home/apt,4,2.0,2.0,4.0,93.0,65.0
Les Corts,41.38693,2.13481,Entire home/apt,5,2.0,4.0,5.0,100.0,120.0
Sants-Montjuïc,41.37303,2.13329,Entire home/apt,2,1.0,0.0,1.0,100.0,38.0
Eixample,41.39335,2.17015,Entire home/apt,5,3.0,3.0,4.0,92.0,289.0
Ciutat Vella,41.3865,2.17538,Entire home/apt,6,2.0,2.0,4.0,93.0,160.0
El Poblenou,41.40163,2.20399,Private room,2,1.0,1.0,1.0,88.0,43.0
Ciutat Vella,41.38558,2.16879,Entire home/apt,4,1.0,2.0,2.0,70.0,31.0
Sant Gervasi - Galvany,41.39939,2.15179,Private room,1,1.0,1.0,1.0,93.0,30.0
Eixample,41.38928,2.15889,Entire home/apt,4,2.0,2.0,3.0,97.0,320.0
Ciutat Vella,41.38195,2.17309,Entire home/apt,4,1.0,2.0,2.0,95.0,79.0
Eixample,41.38611,2.16774,Private room,4,1.0,2.0,2.0,96.0,99.0
Dreta de l'Eixample,41.3914,2.17143,Private room,1,1.5,1.0,0.0,100.0,38.0
Ciutat Vella,41.38428,2.18449,Entire home/apt,2,1.0,0.0,1.0,93.0,140.0
Dreta de l'Eixample,41.39429,2.16689,Entire home/apt,4,2.0,2.0,2.0,93.0,294.0
Camp d'en Grassot i Gràcia Nova,41.40558,2.17054,Entire home/apt,4,1.0,2.0,2.0,86.0,184.0
Sant Antoni,41.38124,2.15931,Entire home/apt,7,1.0,4.0,5.0,70.0,298.0
Dreta de l'Eixample,41.39826,2.17123,Entire home/apt,6,1.0,1.0,6.0,97.0,120.0
Sant Martí,41.40897,2.18493,Entire home/apt,3,1.0,2.0,2.0,93.0,33.0
Gràcia,41.41723,2.14875,Private room,2,1.0,1.0,2.0,93.0,50.0
La Sagrada Família,41.40438,2.17381,Private room,2,1.0,1.0,1.0,100.0,74.0
Gràcia,41.40725,2.15392,Entire home/apt,3,1.0,1.0,2.0,80.0,115.0
Ciutat Vella,41.38405,2.16485,Entire home/apt,4,1.5,2.0,2.0,93.0,280.0
Sant Antoni,41.37864,2.16094,Private room,2,1.0,1.0,3.0,93.0,50.0
Nou Barris,41.42907,2.18285,Private room,2,1.0,1.0,0.0,90.0,39.0
Sant Martí,41.40551,2.2005,Entire home/apt,4,1.0,2.0,2.0,100.0,179.0
Sant Martí,41.40743,2.18516,Private room,2,1.0,1.0,1.0,90.0,54.0
Eixample,41.39076,2.16062,Entire home/apt,4,1.0,1.0,2.0,76.0,153.0
El Raval,41.38254,2.1718,Entire home/apt,6,2.0,2.0,3.0,85.0,110.0
La Sagrada Família,41.40954,2.17467,Private room,2,2.0,1.0,1.0,95.0,45.0
Sarrià-Sant Gervasi,41.40076,2.14942,Private room,2,1.0,1.0,1.0,90.0,50.0
Sants-Montjuïc,41.37498,2.13277,Private room,2,1.0,1.0,1.0,87.0,59.0
Sant Pere/Santa Caterina,41.38566,2.18149,Private room,2,1.0,1.0,1.0,94.0,79.0
Ciutat Vella,41.38029,2.1707,Private room,2,1.0,1.0,2.0,79.0,50.0
Ciutat Vella,41.38227,2.1759,Private room,2,1.0,1.0,1.0,100.0,45.0
Ciutat Vella,41.38576,2.17832,Entire home/apt,5,1.5,3.0,5.0,93.0,85.0
Dreta de l'Eixample,41.39548,2.15596,Private room,4,1.0,1.0,2.0,93.0,1000.0
El Gòtic,41.38037,2.17749,Private room,2,1.0,0.0,2.0,93.0,33.0
Vila de Gràcia,41.39693,2.15539,Entire home/apt,4,2.0,2.0,3.0,100.0,80.0
El Besòs i el Maresme,41.41997,2.20929,Shared room,1,1.0,1.0,1.0,96.0,8.0
Horta-Guinardó,41.4203,2.1721,Entire home/apt,2,1.0,1.0,1.0,96.0,78.0
La Sagrada Família,41.40483,2.18097,Private room,1,1.0,1.0,1.0,93.0,23.0
Sant Gervasi - Galvany,41.39609,2.15098,Entire home/apt,7,2.0,4.0,5.0,97.0,200.0
El Putget i Farró,41.40586,2.14173,Entire home/apt,4,2.0,2.0,3.0,93.0,150.0
Sants-Montjuïc,41.37281,2.16853,Private room,1,2.0,1.0,1.0,100.0,15.0
Ciutat Vella,41.38466,2.18,Private room,2,1.0,1.0,1.0,96.0,48.0
Ciutat Vella,41.37992,2.17767,Private room,3,2.0,1.0,2.0,84.0,100.0
Ciutat Vella,41.37647,2.17548,Private room,2,1.0,1.0,2.0,80.0,55.0
Ciutat Vella,41.37796,2.17895,Private room,2,1.0,1.0,1.0,85.0,40.0
Horta-Guinardó,41.41815,2.17188,Entire home/apt,8,2.0,3.0,4.0,95.0,99.0
Sant Pere/Santa Caterina,41.38413,2.18218,Entire home/apt,2,1.0,0.0,1.0,95.0,100.0
La Sagrada Família,41.40279,2.17791,Entire home/apt,7,1.0,3.0,5.0,89.0,108.0
Eixample,41.39048,2.15921,Entire home/apt,4,1.0,2.0,2.0,90.0,74.0
Eixample,41.40955,2.17724,Entire home/apt,7,2.0,3.0,5.0,89.0,108.0
La Nova Esquerra de l'Eixample,41.38918,2.16194,Entire home/apt,16,2.0,6.0,12.0,90.0,420.0
Ciutat Vella,41.37875,2.17429,Private room,2,1.0,1.0,1.0,84.0,45.0
El Raval,41.38015,2.17292,Entire home/apt,7,1.0,3.0,4.0,86.0,88.0
Sants-Montjuïc,41.37619,2.1346,Entire home/apt,11,2.5,5.0,10.0,78.0,300.0
Sant Antoni,41.38534,2.16325,Private room,1,1.0,1.0,1.0,100.0,35.0
Sant Andreu,41.42255,2.18061,Entire home/apt,5,2.0,3.0,4.0,91.0,140.0
L'Antiga Esquerra de l'Eixample,41.38187,2.14362,Private room,2,1.0,1.0,1.0,75.0,38.0
Ciutat Vella,41.38141,2.1756,Private room,3,1.0,1.0,3.0,93.0,49.0
Camp d'en Grassot i Gràcia Nova,41.40911,2.1632,Entire home/apt,4,1.0,2.0,2.0,93.0,40.0
La Sagrada Família,41.40421,2.17503,Entire home/apt,6,1.0,2.0,4.0,92.0,85.0
El Raval,41.37954,2.17367,Entire home/apt,4,1.0,2.0,2.0,93.0,180.0
Sant Pere/Santa Caterina,41.38545,2.18477,Shared room,1,1.0,1.0,1.0,100.0,55.0
Gràcia,41.39883,2.15631,Private room,1,2.0,1.0,1.0,93.0,20.0
Diagonal Mar - La Mar Bella,41.40417,2.21134,Entire home/apt,4,1.0,1.0,2.0,93.0,100.0
Ciutat Vella,41.38709,2.17462,Private room,1,1.0,0.0,1.0,100.0,30.0
Sant Martí,41.41095,2.18354,Private room,1,1.0,1.0,1.0,96.0,40.0
Eixample,41.40239,2.17239,Entire home/apt,6,1.0,2.0,5.0,70.0,109.0
Sarrià-Sant Gervasi,41.39806,2.13857,Shared room,1,1.0,1.0,1.0,93.0,35.0
Sant Martí,41.41337,2.18627,Entire home/apt,9,2.0,3.0,3.0,80.0,360.0
La Nova Esquerra de l'Eixample,41.38209,2.15393,Private room,1,2.0,1.0,1.0,100.0,24.0
Sant Martí,41.42104,2.21167,Private room,2,1.0,1.0,1.0,93.0,25.0
Sants-Montjuïc,41.37469,2.14467,Entire home/apt,6,1.0,2.0,4.0,80.0,139.0
Gràcia,41.41791,2.15053,Entire home/apt,10,3.0,3.0,9.0,60.0,95.0
Dreta de l'Eixample,41.39159,2.17631,Private room,2,1.0,1.0,2.0,100.0,59.0
La Nova Esquerra de l'Eixample,41.37993,2.15257,Entire home/apt,6,2.0,3.0,6.0,72.0,75.0
Vila de Gràcia,41.40009,2.15717,Entire home/apt,5,1.0,2.0,3.0,80.0,142.0
Eixample,41.37986,2.14543,Private room,2,1.0,1.0,1.0,100.0,65.0
Gràcia,41.41991,2.14922,Entire home/apt,6,1.0,2.0,4.0,93.0,119.0
Sant Martí,41.39825,2.20579,Private room,1,1.0,1.0,1.0,97.0,39.0
El Gòtic,41.38603,2.17344,Entire home/apt,6,2.0,3.0,5.0,80.0,120.0
Diagonal Mar - La Mar Bella,41.41072,2.21065,Private room,2,1.0,1.0,1.0,93.0,2000.0
Ciutat Vella,41.38114,2.17524,Entire home/apt,4,1.0,0.0,2.0,80.0,90.0
Ciutat Vella,41.38765,2.17813,Private room,3,1.0,1.0,2.0,94.0,75.0
La Sagrada Família,41.40586,2.17238,Entire home/apt,5,1.0,2.0,3.0,95.0,60.0
Eixample,41.3998,2.1643,Private room,3,2.0,1.0,2.0,100.0,135.0
La Barceloneta,41.38096,2.18748,Entire home/apt,4,1.0,1.0,2.0,98.0,81.0
El Born,41.38442,2.18222,Entire home/apt,2,1.5,1.0,1.0,100.0,49.0
Dreta de l'Eixample,41.38925,2.1657,Entire home/apt,8,2.0,3.0,6.0,95.0,599.0
El Poble-sec,41.37235,2.16808,Private room,2,1.0,1.0,2.0,89.0,110.0
Diagonal Mar - La Mar Bella,41.40977,2.21975,Entire home/apt,8,2.0,3.0,7.0,91.0,151.0
Ciutat Vella,41.37918,2.16853,Entire home/apt,4,1.0,0.0,2.0,93.0,54.0
Eixample,41.40076,2.17476,Private room,2,1.0,1.0,1.0,93.0,200.0
La Verneda i La Pau,41.42143,2.20207,Private room,2,1.0,1.0,1.0,84.0,60.0
Sants-Montjuïc,41.37394,2.16144,Private room,1,1.0,1.0,1.0,97.0,35.0
El Gòtic,41.38148,2.17473,Private room,2,1.0,1.0,1.0,100.0,40.0
Eixample,41.3942,2.18022,Entire home/apt,8,2.0,3.0,4.0,86.0,135.0
Dreta de l'Eixample,41.39089,2.16932,Entire home/apt,4,1.0,2.0,6.0,96.0,251.0
La Sagrada Família,41.40457,2.18127,Private room,2,2.0,1.0,1.0,93.0,50.0
La Sagrada Família,41.40634,2.17316,Entire home/apt,6,1.0,2.0,3.0,87.0,200.0
Vila de Gràcia,41.40207,2.15702,Private room,1,1.0,1.0,1.0,93.0,40.0
Sants-Montjuïc,41.35972,2.14039,Private room,2,2.5,1.0,2.0,97.0,54.0
Eixample,41.39036,2.15274,Private room,2,2.0,1.0,1.0,94.0,40.0
Eixample,41.38892,2.1574,Entire home/apt,4,1.0,1.0,1.0,97.0,140.0
El Camp de l'Arpa del Clot,41.41181,2.17617,Entire home/apt,6,2.0,2.0,4.0,100.0,70.0
Eixample,41.39811,2.17239,Entire home/apt,9,3.0,4.0,7.0,92.0,285.0
Sants-Montjuïc,41.37602,2.13145,Private room,1,1.0,3.0,1.0,97.0,14.0
Camp d'en Grassot i Gràcia Nova,41.40207,2.1671,Entire home/apt,5,1.0,3.0,5.0,93.0,80.0
Vila de Gràcia,41.40277,2.15289,Entire home/apt,4,1.0,2.0,2.0,95.0,90.0
El Besòs i el Maresme,41.41519,2.21361,Private room,1,1.0,1.0,1.0,100.0,38.0
Gràcia,41.39985,2.15715,Entire home/apt,8,3.0,4.0,7.0,89.0,140.0
Les Corts,41.38273,2.13151,Private room,2,3.0,1.0,1.0,100.0,33.0
El Raval,41.38049,2.16775,Private room,2,1.0,1.0,1.0,95.0,36.0
Eixample,41.38679,2.16774,Entire home/apt,5,1.0,2.0,4.0,100.0,99.0
Ciutat Vella,41.37961,2.17504,Private room,2,1.0,1.0,1.0,89.0,65.0
Dreta de l'Eixample,41.38632,2.16503,Entire home/apt,2,1.0,1.0,1.0,92.0,69.0
Ciutat Vella,41.37761,2.17278,Entire home/apt,2,1.0,1.0,1.0,93.0,43.0
Sant Martí,41.41659,2.21296,Private room,2,1.0,1.0,1.0,86.0,150.0
Eixample,41.39351,2.16815,Private room,3,1.0,1.0,1.0,93.0,680.0
El Poblenou,41.40135,2.20529,Entire home/apt,5,2.0,3.0,4.0,93.0,150.0
Gràcia,41.41071,2.15122,Private room,3,1.5,2.0,2.0,60.0,50.0
Glòries - El Parc,41.39123,2.1851,Private room,1,1.0,1.0,1.0,93.0,34.0
La Barceloneta,41.38089,2.19175,Private room,1,1.0,1.0,1.0,80.0,40.0
Les Corts,41.38284,2.12843,Private room,1,1.5,1.0,1.0,93.0,32.0
Gràcia,41.40812,2.15254,Entire home/apt,5,1.0,2.0,4.0,93.0,135.0
Eixample,41.40835,2.17639,Private room,1,1.5,1.0,1.0,100.0,17.0
La Sagrada Família,41.40387,2.17898,Entire home/apt,6,1.0,2.0,2.0,91.0,104.0
Sants-Montjuïc,41.37273,2.12804,Private room,1,1.0,0.0,1.0,80.0,14.0
Sant Antoni,41.37868,2.1585,Private room,1,1.5,1.0,1.0,93.0,45.0
Eixample,41.39288,2.15301,Private room,2,2.0,1.0,1.0,93.0,32.0
Ciutat Vella,41.38062,2.1754,Entire home/apt,4,2.0,2.0,2.0,93.0,55.0
Eixample,41.40262,2.17366,Entire home/apt,6,2.0,3.0,3.0,99.0,399.0
Dreta de l'Eixample,41.39012,2.16365,Entire home/apt,7,2.0,3.0,5.0,97.0,215.0
Ciutat Vella,41.3855,2.17829,Private room,2,2.0,1.0,1.0,92.0,24.0
el Fort Pienc,41.40143,2.18352,Private room,2,2.0,1.0,1.0,77.0,40.0
El Raval,41.37581,2.16709,Private room,2,1.0,1.0,1.0,87.0,50.0
Eixample,41.40484,2.17168,Entire home/apt,4,1.0,2.0,2.0,93.0,110.0
Glòries - El Parc,41.40087,2.1903,Private room,2,1.0,1.0,1.0,90.0,50.0
Ciutat Vella,41.37935,2.17806,Entire home/apt,12,3.0,3.0,6.0,84.0,180.0
Ciutat Vella,41.38208,2.17668,Private room,4,1.0,1.0,3.0,84.0,120.0
El Raval,41.37957,2.16871,Private room,2,1.0,1.0,1.0,87.0,50.0
Sant Martí,41.40023,2.20164,Private room,6,1.5,3.0,6.0,98.0,70.0
La Barceloneta,41.37947,2.19104,Entire home/apt,2,1.0,1.0,1.0,97.0,27.0
Sants-Montjuïc,41.37803,2.1322,Entire home/apt,4,1.0,2.0,3.0,94.0,120.0
La Nova Esquerra de l'Eixample,41.38087,2.14595,Private room,2,1.0,1.0,1.0,96.0,140.0
Eixample,41.39245,2.14956,Entire home/apt,4,2.0,2.0,3.0,82.0,350.0
Eixample,41.40398,2.1716,Private room,2,1.0,1.0,1.0,95.0,40.0
El Clot,41.41007,2.19379,Private room,2,1.0,1.0,1.0,99.0,43.0
Sarrià-Sant Gervasi,41.3978,2.14343,Entire home/apt,2,1.0,1.0,1.0,93.0,45.0
Sants-Montjuïc,41.37469,2.14101,Private room,2,1.0,1.0,1.0,93.0,60.0
Eixample,41.38651,2.15072,Entire home/apt,4,2.0,3.0,4.0,92.0,140.0
Eixample,41.39953,2.16404,Entire home/apt,5,2.0,3.0,2.0,93.0,67.0
Sant Gervasi - Galvany,41.39775,2.14717,Private room,1,2.0,1.0,1.0,80.0,25.0
El Poblenou,41.40043,2.20178,Private room,2,2.0,1.0,2.0,94.0,60.0
L'Antiga Esquerra de l'Eixample,41.3885,2.15307,Private room,2,2.0,1.0,2.0,92.0,25.0
El Poble-sec,41.3746,2.1637,Private room,1,1.0,1.0,1.0,99.0,45.0
el Fort Pienc,41.39718,2.18162,Entire home/apt,4,1.0,1.0,2.0,90.0,188.0
Ciutat Vella,41.38433,2.18002,Entire home/apt,2,1.0,1.0,2.0,96.0,80.0
Ciutat Vella,41.38422,2.18434,Private room,3,1.5,2.0,2.0,92.0,52.0
Eixample,41.38422,2.1616,Entire home/apt,4,1.0,2.0,4.0,92.0,170.0
Sants-Montjuïc,41.3728,2.15957,Private room,1,1.0,1.0,1.0,100.0,45.0
Sant Pere/Santa Caterina,41.38456,2.18088,Private room,2,1.0,1.0,2.0,100.0,45.0
Ciutat Vella,41.38342,2.17779,Private room,2,1.0,1.0,1.0,93.0,100.0
Sants-Montjuïc,41.37416,2.14635,Private room,1,1.0,1.0,1.0,93.0,60.0
Ciutat Vella,41.38633,2.18329,Entire home/apt,4,2.0,2.0,2.0,93.0,77.0
La Sagrada Família,41.40644,2.18118,Entire home/apt,6,2.0,3.0,3.0,94.0,199.0
Ciutat Vella,41.38222,2.17465,Private room,2,1.0,1.0,1.0,91.0,70.0
La Barceloneta,41.38154,2.18778,Entire home/apt,4,1.0,1.0,3.0,93.0,60.0
L'Antiga Esquerra de l'Eixample,41.39006,2.15583,Entire home/apt,7,2.0,4.0,4.0,87.0,140.0
Sant Martí,41.41233,2.18216,Entire home/apt,4,1.0,2.0,2.0,100.0,42.0
Ciutat Vella,41.37594,2.17236,Private room,2,1.0,1.0,1.0,93.0,68.0
Camp d'en Grassot i Gràcia Nova,41.40837,2.16088,Private room,3,1.0,1.0,2.0,99.0,77.0
Ciutat Vella,41.37719,2.18864,Private room,1,1.0,1.0,1.0,93.0,19.0
Eixample,41.40523,2.17893,Entire home/apt,8,2.0,3.0,6.0,91.0,100.0
Sants-Montjuïc,41.37126,2.14372,Entire home/apt,6,1.0,2.0,4.0,88.0,85.0
Eixample,41.40423,2.1718,Entire home/apt,6,2.0,3.0,4.0,100.0,150.0
Sants-Montjuïc,41.37213,2.16417,Private room,2,1.0,1.0,1.0,96.0,31.0
La Maternitat i Sant Ramon,41.37189,2.11711,Private room,1,1.0,0.0,1.0,93.0,18.0
Gràcia,41.40172,2.16009,Entire home/apt,3,1.0,1.0,3.0,100.0,70.0
Sants-Montjuïc,41.3736,2.15934,Entire home/apt,4,1.0,2.0,2.0,94.0,75.0
Sant Antoni,41.37648,2.16148,Entire home/apt,5,2.0,2.0,3.0,93.0,95.0
Nou Barris,41.4332,2.17231,Private room,2,1.0,3.0,4.0,97.0,46.0
Sarrià-Sant Gervasi,41.41117,2.12465,Private room,2,1.0,1.0,2.0,84.0,59.0
Eixample,41.39839,2.16986,Entire home/apt,8,2.0,3.0,6.0,87.0,316.0
Eixample,41.39191,2.16097,Entire home/apt,5,2.0,2.0,3.0,92.0,130.0
Sants-Montjuïc,41.37416,2.16152,Private room,2,1.0,1.0,1.0,93.0,85.0
Sant Antoni,41.37645,2.16363,Entire home/apt,4,1.0,3.0,3.0,77.0,81.0
Ciutat Vella,41.38496,2.17889,Private room,2,1.0,1.0,1.0,80.0,100.0
Gràcia,41.40322,2.15393,Entire home/apt,2,1.0,0.0,1.0,94.0,170.0
Eixample,41.39214,2.15964,Entire home/apt,4,2.0,2.0,3.0,100.0,118.0
Eixample,41.39241,2.17633,Private room,2,1.0,1.0,1.0,98.0,75.0
Sant Andreu de Palomar,41.43262,2.18326,Private room,2,1.5,1.0,1.0,93.0,35.0
el Fort Pienc,41.39855,2.1755,Private room,2,1.0,1.0,1.0,80.0,50.0
El Raval,41.38537,2.1703,Entire home/apt,2,1.0,1.0,1.0,93.0,250.0
Eixample,41.40571,2.17505,Entire home/apt,8,1.5,3.0,8.0,87.0,149.0
Vila de Gràcia,41.40431,2.16024,Entire home/apt,4,1.0,2.0,3.0,78.0,80.0
Sant Pere/Santa Caterina,41.3862,2.17851,Private room,2,1.5,1.0,1.0,83.0,50.0
El Putget i Farró,41.40834,2.14702,Entire home/apt,8,2.0,4.0,7.0,66.0,80.0
el Fort Pienc,41.3982,2.1785,Private room,1,1.0,0.0,0.0,90.0,45.0
Sant Martí,41.40735,2.21294,Entire home/apt,8,2.0,4.0,6.0,92.0,190.0
Eixample,41.3878,2.16168,Private room,2,1.0,1.0,1.0,96.0,52.0
Ciutat Vella,41.38252,2.17769,Entire home/apt,2,1.0,1.0,1.0,92.0,492.0
Ciutat Vella,41.38084,2.17525,Entire home/apt,4,1.0,1.0,3.0,100.0,39.0
El Camp de l'Arpa del Clot,41.41278,2.17942,Entire home/apt,6,2.0,2.0,3.0,93.0,150.0
Sant Martí,41.42196,2.20434,Entire home/apt,4,1.0,2.0,3.0,80.0,54.0
Dreta de l'Eixample,41.39793,2.17036,Entire home/apt,6,1.0,3.0,4.0,89.0,160.0
Sants-Montjuïc,41.37032,2.14411,Entire home/apt,4,2.0,2.0,2.0,93.0,55.0
Eixample,41.39077,2.16433,Entire home/apt,6,2.0,2.0,3.0,98.0,599.0
Sant Antoni,41.38406,2.16281,Private room,2,1.0,1.0,1.0,83.0,59.0
Sant Martí,41.4242,2.19863,Private room,2,1.0,1.0,1.0,95.0,40.0
Sants-Montjuïc,41.37775,2.12747,Private room,2,1.0,1.0,1.0,96.0,36.0
Ciutat Vella,41.37979,2.17637,Private room,2,1.0,1.0,1.0,95.0,80.0
Sants-Montjuïc,41.37638,2.13672,Private room,1,1.0,1.0,1.0,93.0,16.0
Nou Barris,41.4287,2.18308,Entire home/apt,6,2.0,3.0,5.0,93.0,160.0
Eixample,41.37902,2.15732,Private room,2,1.0,1.0,1.0,96.0,40.0
La Nova Esquerra de l'Eixample,41.3793,2.15126,Entire home/apt,3,1.0,1.0,2.0,60.0,55.0
Sants-Montjuïc,41.37219,2.17139,Private room,1,1.0,1.0,1.0,93.0,13.0
El Clot,41.40705,2.18667,Entire home/apt,4,2.0,3.0,4.0,100.0,85.0
Ciutat Vella,41.37846,2.16994,Private room,2,1.0,1.0,1.0,93.0,55.0
La Sagrada Família,41.40189,2.17579,Entire home/apt,5,2.0,2.0,3.0,84.0,500.0
Ciutat Vella,41.38013,2.18987,Private room,2,1.0,1.0,1.0,96.0,38.0
Dreta de l'Eixample,41.39285,2.17598,Entire home/apt,5,2.0,3.0,4.0,93.0,180.0
Eixample,41.38323,2.14396,Entire home/apt,3,1.0,2.0,2.0,84.0,195.0
